# OpenSignals Text File Format. Version 1
# {"98:D3:71:FD:62:1E": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:71:FD:62:1E", "device connection": "BTH98:D3:71:FD:62:1E", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-4-14", "time": "12:14:56.710", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	7	
6	0	0	0	0	27	
7	0	0	0	0	36	
8	0	0	0	0	51	
9	0	0	0	0	64	
10	0	0	0	0	74	
11	0	0	0	0	90	
12	0	0	0	0	89	
13	0	0	0	0	82	
14	0	0	0	0	80	
15	0	0	0	0	92	
0	0	0	0	0	115	
1	0	0	0	0	134	
2	0	0	0	0	160	
3	0	0	0	0	180	
4	0	0	0	0	183	
5	0	0	0	0	181	
6	0	0	0	0	177	
7	0	0	0	0	182	
8	0	0	0	0	197	
9	0	0	0	0	207	
10	0	0	0	0	232	
11	0	0	0	0	281	
12	0	0	0	0	314	
13	0	0	0	0	327	
14	0	0	0	0	337	
15	0	0	0	0	340	
0	0	0	0	0	351	
1	0	0	0	0	352	
2	0	0	0	0	347	
3	0	0	0	0	345	
4	0	0	0	0	346	
5	0	0	0	0	359	
6	0	0	0	0	380	
7	0	0	0	0	378	
8	0	0	0	0	358	
9	0	0	0	0	367	
10	0	0	0	0	391	
11	0	0	0	0	395	
12	0	0	0	0	395	
13	0	0	0	0	398	
14	0	0	0	0	408	
15	0	0	0	0	428	
0	0	0	0	0	437	
1	0	0	0	0	453	
2	0	0	0	0	462	
3	0	0	0	0	448	
4	0	0	0	0	423	
5	0	0	0	0	414	
6	0	0	0	0	415	
7	0	0	0	0	430	
8	0	0	0	0	445	
9	0	0	0	0	454	
10	0	0	0	0	459	
11	0	0	0	0	468	
12	0	0	0	0	487	
13	0	0	0	0	489	
14	0	0	0	0	496	
15	0	0	0	0	498	
0	0	0	0	0	503	
1	0	0	0	0	511	
2	0	0	0	0	518	
3	0	0	0	0	538	
4	0	0	0	0	540	
5	0	0	0	0	539	
6	0	0	0	0	535	
7	0	0	0	0	523	
8	0	0	0	0	532	
9	0	0	0	0	550	
10	0	0	0	0	571	
11	0	0	0	0	580	
12	0	0	0	0	572	
13	0	0	0	0	564	
14	0	0	0	0	542	
15	0	0	0	0	528	
0	0	0	0	0	518	
1	0	0	0	0	510	
2	0	0	0	0	500	
3	0	0	0	0	496	
4	0	0	0	0	503	
5	0	0	0	0	507	
6	0	0	0	0	511	
7	0	0	0	0	508	
8	0	0	0	0	500	
9	0	0	0	0	503	
10	0	0	0	0	512	
11	0	0	0	0	512	
12	0	0	0	0	499	
13	0	0	0	0	515	
14	0	0	0	0	532	
15	0	0	0	0	540	
0	0	0	0	0	542	
1	0	0	0	0	540	
2	0	0	0	0	525	
3	0	0	0	0	503	
4	0	0	0	0	483	
5	0	0	0	0	479	
6	0	0	0	0	491	
7	0	0	0	0	489	
8	0	0	0	0	484	
9	0	0	0	0	486	
10	0	0	0	0	508	
11	0	0	0	0	546	
12	0	0	0	0	588	
13	0	0	0	0	609	
14	0	0	0	0	625	
15	0	0	0	0	632	
0	0	0	0	0	634	
1	0	0	0	0	645	
2	0	0	0	0	656	
3	0	0	0	0	658	
4	0	0	0	0	667	
5	0	0	0	0	681	
6	0	0	0	0	698	
7	0	0	0	0	700	
8	0	0	0	0	696	
9	0	0	0	0	690	
10	0	0	0	0	679	
11	0	0	0	0	662	
12	0	0	0	0	647	
13	0	0	0	0	649	
14	0	0	0	0	632	
15	0	0	0	0	591	
0	0	0	0	0	548	
1	0	0	0	0	527	
2	0	0	0	0	493	
3	0	0	0	0	461	
4	0	0	0	0	435	
5	0	0	0	0	407	
6	0	0	0	0	373	
7	0	0	0	0	338	
8	0	0	0	0	309	
9	0	0	0	0	275	
10	0	0	0	0	249	
11	0	0	0	0	240	
12	0	0	0	0	235	
13	0	0	0	0	230	
14	0	0	0	0	231	
15	0	0	0	0	225	
0	0	0	0	0	211	
1	0	0	0	0	204	
2	0	0	0	0	195	
3	0	0	0	0	196	
4	0	0	0	0	203	
5	0	0	0	0	206	
6	0	0	0	0	203	
7	0	0	0	0	193	
8	0	0	0	0	182	
9	0	0	0	0	185	
10	0	0	0	0	206	
11	0	0	0	0	239	
12	0	0	0	0	265	
13	0	0	0	0	279	
14	0	0	0	0	280	
15	0	0	0	0	272	
0	0	0	0	0	263	
1	0	0	0	0	276	
2	0	0	0	0	277	
3	0	0	0	0	253	
4	0	0	0	0	240	
5	0	0	0	0	243	
6	0	0	0	0	260	
7	0	0	0	0	274	
8	0	0	0	0	269	
9	0	0	0	0	267	
10	0	0	0	0	270	
11	0	0	0	0	260	
12	0	0	0	0	253	
13	0	0	0	0	231	
14	0	0	0	0	216	
15	0	0	0	0	222	
0	0	0	0	0	228	
1	0	0	0	0	231	
2	0	0	0	0	236	
3	0	0	0	0	236	
4	0	0	0	0	240	
5	0	0	0	0	234	
6	0	0	0	0	221	
7	0	0	0	0	221	
8	0	0	0	0	259	
9	0	0	0	0	287	
10	0	0	0	0	295	
11	0	0	0	0	302	
12	0	0	0	0	303	
13	0	0	0	0	301	
14	0	0	0	0	289	
15	0	0	0	0	272	
0	0	0	0	0	249	
1	0	0	0	0	243	
2	0	0	0	0	259	
3	0	0	0	0	280	
4	0	0	0	0	295	
5	0	0	0	0	304	
6	0	0	0	0	311	
7	0	0	0	0	320	
8	0	0	0	0	331	
9	0	0	0	0	347	
10	0	0	0	0	364	
11	0	0	0	0	373	
12	0	0	0	0	380	
13	0	0	0	0	376	
14	0	0	0	0	359	
15	0	0	0	0	344	
0	0	0	0	0	336	
1	0	0	0	0	329	
2	0	0	0	0	332	
3	0	0	0	0	340	
4	0	0	0	0	342	
5	0	0	0	0	332	
6	0	0	0	0	312	
7	0	0	0	0	292	
8	0	0	0	0	278	
9	0	0	0	0	272	
10	0	0	0	0	273	
11	0	0	0	0	277	
12	0	0	0	0	281	
13	0	0	0	0	292	
14	0	0	0	0	303	
15	0	0	0	0	314	
0	0	0	0	0	311	
1	0	0	0	0	298	
2	0	0	0	0	281	
3	0	0	0	0	284	
4	0	0	0	0	287	
5	0	0	0	0	291	
6	0	0	0	0	304	
7	0	0	0	0	306	
8	0	0	0	0	310	
9	0	0	0	0	320	
10	0	0	0	0	326	
11	0	0	0	0	325	
12	0	0	0	0	329	
13	0	0	0	0	336	
14	0	0	0	0	332	
15	0	0	0	0	325	
0	0	0	0	0	318	
1	0	0	0	0	305	
2	0	0	0	0	308	
3	0	0	0	0	311	
4	0	0	0	0	307	
5	0	0	0	0	305	
6	0	0	0	0	302	
7	0	0	0	0	311	
8	0	0	0	0	313	
9	0	0	0	0	311	
10	0	0	0	0	305	
11	0	0	0	0	307	
12	0	0	0	0	316	
13	0	0	0	0	322	
14	0	0	0	0	318	
15	0	0	0	0	301	
0	0	0	0	0	293	
1	0	0	0	0	290	
2	0	0	0	0	280	
3	0	0	0	0	301	
4	0	0	0	0	329	
5	0	0	0	0	342	
6	0	0	0	0	340	
7	0	0	0	0	338	
8	0	0	0	0	329	
9	0	0	0	0	324	
10	0	0	0	0	321	
11	0	0	0	0	319	
12	0	0	0	0	325	
13	0	0	0	0	335	
14	0	0	0	0	353	
15	0	0	0	0	366	
0	0	0	0	0	369	
1	0	0	0	0	370	
2	0	0	0	0	364	
3	0	0	0	0	355	
4	0	0	0	0	356	
5	0	0	0	0	355	
6	0	0	0	0	344	
7	0	0	0	0	335	
8	0	0	0	0	325	
9	0	0	0	0	316	
10	0	0	0	0	311	
11	0	0	0	0	311	
12	0	0	0	0	311	
13	0	0	0	0	316	
14	0	0	0	0	315	
15	0	0	0	0	322	
0	0	0	0	0	332	
1	0	0	0	0	341	
2	0	0	0	0	347	
3	0	0	0	0	349	
4	0	0	0	0	342	
5	0	0	0	0	336	
6	0	0	0	0	334	
7	0	0	0	0	333	
8	0	0	0	0	334	
9	0	0	0	0	334	
10	0	0	0	0	340	
11	0	0	0	0	346	
12	0	0	0	0	356	
13	0	0	0	0	366	
14	0	0	0	0	372	
15	0	0	0	0	379	
0	0	0	0	0	384	
1	0	0	0	0	378	
2	0	0	0	0	373	
3	0	0	0	0	371	
4	0	0	0	0	371	
5	0	0	0	0	376	
6	0	0	0	0	376	
7	0	0	0	0	370	
8	0	0	0	0	354	
9	0	0	0	0	346	
10	0	0	0	0	356	
11	0	0	0	0	359	
12	0	0	0	0	349	
13	0	0	0	0	337	
14	0	0	0	0	322	
15	0	0	0	0	306	
0	0	0	0	0	297	
1	0	0	0	0	305	
2	0	0	0	0	324	
3	0	0	0	0	339	
4	0	0	0	0	348	
5	0	0	0	0	352	
6	0	0	0	0	360	
7	0	0	0	0	362	
8	0	0	0	0	360	
9	0	0	0	0	358	
